rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
4,spotify:track:5yyYL1FpimADTIftYQU0cg,Dlala Thukzin /  Zaba /  Sykes,iPlan,Dlala Records (PTY) Ltd,1,3,17,465251,1,2024
5,spotify:track:4tsVMjM60RNTe9EV5oQ4sQ,DJ Stokie /  Eemoh,Masithokoze,Universal Music (Pty) Ltd.,4,4,12,454586,1,2024
1,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,Kabza De Small /  Mthunzi /  DJ Maphorisa /  Young Stunna /  Sizwe Alakine /  Umthakathi Kush,Imithandazo (feat. Young Stunna /  DJ Maphorisa /  Sizwe Alakine & Umthakathi Kush),Piano Hub,1,1,15,793836,2,2024
2,spotify:track:5CD3ImPPdCW8QFQkjo5TXt,Shakes & Les /  DBN Gogo /  Zee Nxumalo /  Ceeka RSA /  Chley,Funk 55 (feat. Ceeka RSA /  Chley),Kreativekornerr,2,2,10,457047,2,2024
3,spotify:track:4tsVMjM60RNTe9EV5oQ4sQ,DJ Stokie /  Eemoh,Masithokoze,Universal Music (Pty) Ltd.,3,3,16,422070,2,2024
4,spotify:track:0UBK6HcgmmWUQzFQTncmDz,Wanitwa Mos /  Nkosazana Daughter /  Master KG /  Dalom Kids,Keneilwe (feat. Dalom Kids),Wanitwa Mos Entertainment,2,4,12,369560,2,2024
5,spotify:track:3pImmSzeKex5ffzsDoaL3z,Bassie /  Aymos /  T-Man SA,Izenzo,Djs Production Pty Ltd,5,5,24,349723,2,2024
1,spotify:track:54seQV7MCcppBrznALCdlT,TitoM /  Yuppe /  S.N.E /  EeQue,Tshwala Bam (feat. S.N.E /  EeQue),TitoM,1,2,2,806586,3,2024
2,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,Kabza De Small /  Mthunzi /  DJ Maphorisa /  Young Stunna /  Sizwe Alakine /  Umthakathi Kush,Imithandazo (feat. Young Stunna /  DJ Maphorisa /  Sizwe Alakine & Umthakathi Kush),Piano Hub,1,1,19,656306,3,2024
3,spotify:track:5CD3ImPPdCW8QFQkjo5TXt,Shakes & Les /  DBN Gogo /  Zee Nxumalo /  Ceeka RSA /  Chley,Funk 55 (feat. Ceeka RSA /  Chley),Kreativekornerr,2,3,14,392163,3,2024
4,spotify:track:4tsVMjM60RNTe9EV5oQ4sQ,DJ Stokie /  Eemoh,Masithokoze,Universal Music (Pty) Ltd.,3,4,20,350477,3,2024
5,spotify:track:3w0w2T288dec0mgeZZqoNN,¥$ /  Kanye West /  Ty Dolla $ign,CARNIVAL,Ye,5,10,4,320097,3,2024
1,spotify:track:54seQV7MCcppBrznALCdlT,TitoM /  Yuppe /  S.N.E /  EeQue,Tshwala Bam (feat. S.N.E /  EeQue),TitoM,1,1,7,543262,4,2024
2,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,Kabza De Small /  Mthunzi /  DJ Maphorisa /  Young Stunna /  Sizwe Alakine /  Umthakathi Kush,Imithandazo (feat. Young Stunna /  DJ Maphorisa /  Sizwe Alakine & Umthakathi Kush),Piano Hub,1,2,24,394518,4,2024
3,spotify:track:6hqel7QjWBsjk1LJG6J0pD,Shakes & Les /  LeeMcKrazy,Funk 99,Kreativekornerr,3,-1,1,354978,4,2024
