rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
4,spotify:track:5pFKuNJdKLyMceZuopqVFF,BLANCO,L'Isola Delle Rose,Universal Music Italia srL.,4,4,2,2639385,2,2023
5,spotify:track:42koUxIEdY4kVqcLRjp6uE,Mr.Rain,SUPEREROI,Warner Music,5,-1,1,2592684,2,2023
1,spotify:track:0mHC3BK9vFGoEU0EcGPWRZ,Lazza,CENERE,Universal Music Italia srL.,1,1,5,6059149,3,2023
2,spotify:track:2hHC2jw8qiE4IAPDGjU4Fu,Finesse /  Shiva /  Sfera Ebbasta /  Guè /  Drillionaire,Gelosa (feat. Shiva /  Sfera Ebbasta /  Guè),Epic,2,4,2,4170618,3,2023
3,spotify:track:1nND6VDerwJxLaUwVVCp28,Mr.Rain,SUPEREROI,Atlantic/WM Italy,2,2,5,3658050,3,2023
4,spotify:track:2a3mQSOYa91goACTglQ6Rz,Marco Mengoni,Due Vite,Epic,3,3,5,3312992,3,2023
5,spotify:track:3X6QTmtaKukOu5lISJYi4g,Matteo Paolillo /  Lolloflow /  CLARA,ORIGAMI ALL'ALBA - CLARA,Flamingo Management,5,5,2,3165622,3,2023
1,spotify:track:0mHC3BK9vFGoEU0EcGPWRZ,Lazza,CENERE,Universal Music Italia srL.,1,1,9,4065301,4,2023
2,spotify:track:41ZKcEXI1OSUDpY2zzP45D,Tony Effe,BOSS,Universal Music Italia srL.,2,4,2,3840461,4,2023
3,spotify:track:2hHC2jw8qiE4IAPDGjU4Fu,Finesse /  Shiva /  Sfera Ebbasta /  Guè /  Drillionaire,Gelosa (feat. Shiva /  Sfera Ebbasta /  Guè),Epic,2,2,6,3479510,4,2023
4,spotify:track:74cyFjvgjyiFiQ3QxszFWq,Tananai,TANGO,Universal Music Italia srL.,3,3,9,2977354,4,2023
5,spotify:track:3X6QTmtaKukOu5lISJYi4g,Matteo Paolillo /  Lolloflow /  CLARA,ORIGAMI ALL'ALBA - CLARA,Flamingo Management,4,6,6,2469884,4,2023
1,spotify:track:0mHC3BK9vFGoEU0EcGPWRZ,Lazza,CENERE,Universal Music Italia srL.,1,3,14,3058451,5,2023
